comment,CAMERA,SCREEN,GENERAL,STORAGE,PERFORMANCE,SERACC,BATTERY,PRICE,DESIGN,FEATURES,OTHERS
"Đang dùng ip7+ chuyển sang ssa70 phát chán hẳn. Được cái là nhân viên ngoại hình đẹp, giao tiếp tốt, nhiệt tình",0,3,1,0,3,0,3,0,0,3,0
"Máy dùng mượt, pin khoẻ, hy vọng duy trì được lâu dài, đáp ứng đủ pin 2 ngày với các tác vụ vào web, lướt face, zalo, youtube,...",0,0,0,0,3,0,3,0,0,0,3
"Samsung đã biết nhận ra điểm yếu của mình rồi , tấm nền amoled dùng cho màng 6.5 hd+ thì nhìn rỗ và nhem màu ở cạnh viền cửa sổ ứng dụng và màng hình , còn các tấm nền phổ thông dùng cho màng 6.5 hd+ thì lại ko bị các lỗi đó , đem chất lượng tốt tới còn hơn là ép người dùng sử dụng theo nhu cầu :))",0,1,0,0,0,0,0,0,0,0,3
"Máy mượt game ổn bắt wifi tốt. Màn hình đẹp. Pin trâu
Nhưng phần camer sau bị rò điện khi sạc ko bt có sao ko 😢☹️",0,3,0,0,3,0,3,0,3,3,0
"M mua dịp sinh nhật  của  tgdđ , m mua con này  theo cảm nhận  thì  con này  tốt  trong  tầm giá,  mọi  thứ  đều ổn,  chỉ  có  điều  pin tuột  hoi  nhanh  1 chút",0,0,3,0,0,0,1,2,0,0,3
"Mình mua hôm 30/04, dùng mới được gần một tháng mà máy cực mau hết pin, lại còn mau nóng máy nữa...",0,0,0,0,1,0,1,0,0,0,1
"Điện thoại pin trâu,chụp hình ok và giá thì sinh viên
Siêu rẻ nhưng chất lượng không thể chê",3,0,3,0,0,0,3,3,0,0,0
"Mình mua sản phẩm 1 ngày dùng tất cả đều ổn cho đến khi hết pin mình sạc lần đầu tiên, dù sạc 8 tiếng 30 phút nhưng pin cứ 79% và không lên pin sau đó. Để bao lâu vẫn cứ 79%. Mình thấy buồn và thất vọng khi mua sản phẩm này ạ. Ai mua thì nên cân nhắc, sản phẩm dễ bị lỗi khi mới mua về. Mình đọc nhận xét bên dưới cũng có người bị lỗi như thế này.",0,0,1,0,0,0,1,0,0,0,1
"Máy khá ngon chơi game ổn , nhưng lâu lâu lại bị đơ màn hình ( tắt máy thì mở lại không được,phải 1 lúc sau mới mở được . Còn về mảng xem phim trên YouTube thì lúc phóng to màn hình thì tua đôi khi không được.Mình nghỉ trong tầm giá NV là khá ngon rồi ! Cảm ơn .",0,0,3,0,3,0,0,2,0,0,0
"Biết rằng tiền nào của ấy. Xong điện thoại dùng để ghe gọi và nhắn tin. Nhưng riêng về màn hình cảm ứng con này quá chán. Ấn không nhận, phải ấn mấy lần mới nhận. Đang vội mà nhắn tin con này chắc đập máy quá,tức không chịu được. Quảng cáo thì hay nhưng thực tế quá tệ. Sai lầm khi mua. Mới dùng được 2 ngày mà cảm nhận quá thất vọng so với quảng cáo. Mọi người cân nhắc tầm tiền đó lựa chọn mà dùng.",0,0,1,0,0,0,0,0,0,1,1
"Mình mới mua được 1 tuần nhu cầu không quá cao nên thấy máy chạy rất tốt các ứng dụng thông dụng pin sử dụng rất lâu mình thấy rất ok.cảm thấy hài lòng với mức giá.Nếu ai cần một chiếc điện thoại pin trâu sử dụng nghe gọi,fb,zalo và ứng dụng đơn giản thì đây  là chiếc máy rất ok.",0,0,3,0,3,0,3,2,0,0,0
Cho mình hỏi mình mua máy đc ba tháng mà tuột 98% pin,0,0,0,0,0,0,0,0,0,0,3
Dùng tốt nhưng có cái thất vọng là ko sạc nhanh pin trâu chơi game mượt camera ko còn gì phải chê,3,0,3,0,3,0,2,0,0,0,0
Nói chung 5 triệu vậy quá ok rồi.Camera chụp khá đẹp.pin trâu.,3,0,3,0,0,0,3,2,0,0,0
"Mua máy nokia 2.3 tầm được 1 tuần. Máy cầm nắm tốt, pin trâu trụ được 1 ngày chơi game ổn, các tác vụ cơ bản mượt, máy dùng android one hỗ trợ dài. Mãi iu Nokia <3",0,0,0,0,3,0,3,0,3,0,3
"Máy tốt trong tầm giá ...
Xài ổn.. Pin trâu..
Sạc cũng nhanh.. Loa to lớn nghe nhạc xem phim tốt..",0,0,3,0,3,0,3,2,0,3,0
"Sau 4 tháng dùng thì trải nghiệm vho thấy dt nàu khá tốt về camera, độ mượt khi chơi game, lướt face, độ nhạy vân tay cảm biến, nhưng pin không dc trâu như mong muốn. Nhìn chung đt này khá tốt.",3,0,3,0,3,0,1,0,0,3,0
"Sài ổn, máy đẹp
Camera sau rất khó lấy nét
Có lấy đc nét thì rất lâu
Pin 3340 mà mau hết lắm, chạy ứng dụng ẩn khá nhiều",1,0,3,0,1,0,1,0,3,0,0
"Máy mạnh xài rất ngon và tốt camera chụp hình đẹp dung lượng bộ nhớ cao chip G90T chơi game max phê với k nóng mà s bác nào cũng la chơi nóng vs lỗi trong khi mình chơi thì có cảm thấy lỗi vs nóng gì đâu nhở nóng nhìu nhất cũng 40 độ thôi là cùng nói chung máy xài rất đã và ok, nhân viên tư vấn vui vẻ cảm ơn.",3,0,3,3,3,0,0,0,0,0,3
Nhân viên tư vấn nhiệt tình.Máy dùng khá là ok phù hợp với giá tiền mình bỏ ra.Máy ram1g không trách khỏi lag.,0,0,3,0,1,0,0,3,0,0,0
"Thật sự tệ, mua được 7 ngày rồi. 3 ngày đầu xài pin cả ngày mới hết từ ngày thứ 4 trở đi là sạc phải sạc 2 lần/ngày. Mình chỉ dùng lướt fb, zalo thôi chứ k có cài game hay gì luôn. Cảm biến vân tay quá tệ, nhận diện khuôn mặt còn tệ hơn. Quá thất vọng về máy này, camera  trước còn thua cái dt củ mình xài hơn 2 năm, màu nhợt nhạt nhìn chán. Máy nhiều lúc đơ đơ ra, đứng máy luôn!",1,1,1,0,1,0,1,0,0,1,1
Sản phẩm tốt .pin dùng ok lắm mình sử dung cả ngày 45%. Thái độ phục vu nhân viên tgdd rất nhiệt tình .vui vẻ,0,0,3,0,0,0,3,0,0,0,0
"7tr đồng cho một sản phẩm có điểm antutu 135k. Ram 8Gb chỉ để làm màu.
Còn rất nhiều sản phẩm khác hợp lý hơn",0,0,0,0,1,0,0,1,0,0,1
Từ lúc sài androi tôi giờ chuyển qua ios cảm giác rất sướng . Máy mạnh không thể tả được . Máy sản xuất 2016 đến giờ vẫn còn mượt . Chứ androi thì 1.5 năm thôi là giật từng màn,0,0,0,0,3,0,0,0,0,0,3
"Khá là ok máy mượt pin trâu, chụp hình đẹp, chỉ có điểm trừ là pin 5000 nhưng không hỗ trợ sạc nhanh hơi tiết xíu",3,0,3,0,3,0,2,0,0,0,0
Máy dùng rất tốt.Cam cả trc và sau chụp đẹp.Máy rất chi là sang trọng luôn.Pin Ok.Hơn nx còn có sạc pin nhanh chỉ mất khoảng 1h30 là sạc đầy,3,0,3,0,0,0,3,0,3,0,0
"Máy quá tệ hay lỗi camera, lỗi loa trong...game chơi lâu cảm giác bị lag.Mình quá thất vọng khi fan của xiaomi từ xa từ lúc sài 9s.",1,0,1,0,1,0,0,0,0,1,0
Máy khi gọi Zalo thì không thể lướt FB và vô mess dk. Còn lại đều được. Không pk máy bị gì. Hay bị lổi ứng dụng. Và nóng máy. Không pk máy v có bị hư không ạ,0,0,3,0,1,0,0,0,0,0,2
Máy thỉnh thoảng bị đơ cứ bấm nút nguồn lại mới dùng được là sao vậy shop. Xin được kiểm tra giúp.,0,0,0,0,1,0,0,0,0,0,1
"Điện thoại lướt rất là mượt ạ ! camera chụp rất là nét .
thiết kế nút home bấm rất là đã tay . Sử dụng trong công việc hay chơi game điều làm mình rất hài lòng .",3,0,3,0,3,0,0,0,3,0,0
"Sản phẩm quá tốt trong tầm giá. Đặt hàng online và đến tgdd được nhận hàng ngay. Nhân viên tư vấn tận tình, lịch sự. Cảm ơn Thế Giới Di Động đã luôn vì khách hàng.",0,0,3,0,0,0,0,2,0,0,0
"Máy xài tốt ngon, pin khỏe bao xài cả ngày với các tác vụ nhẹ như lướt fb, duyệt web, chơi game nhẹ nhàng. Mua ngay hôm 14/7 còn gần 8tr. Nói chung đáng trong tầm giá",0,0,3,0,0,0,3,2,0,0,0
Ok! Máy chạy mạnh! Kiểu dáng đẹp mắt! Camera chụp sắc nét! Sạc pin nhanh đầy! Android 10 quá tuyệt!,3,0,3,0,3,0,3,0,3,0,0
"Ảnh chụp đẹp. nhưng màn hình bị ám vàng không biết máy như vậy hay bị lỗi
Cho hỏi nếu do lỗi máy có đổi được không
Mình mua được nửa tháng",3,3,0,0,0,0,0,0,0,0,3
Chơi game ổn camera chụp xấu quá thua realme c2 mượt mà trồn tru khi chơi facebook zalo mesenger,1,0,0,0,3,0,0,0,0,0,0
Máy đẹp. Ổn định. Pin tốt. Nhân viên ok. Dùng thêm 1 thời gian nữa sẽ đánh giá thêm. Thích nhất thiết kế giọt nước ko đụng hàng với iphone,0,0,3,0,0,0,3,0,3,0,0
M mua đt hôm qua sạc tới sáng 74%rút ra đi làm 90% tự động mở màn hình vân tay lúc đk lúc ko.thật sự rất buồn ko biết làm gì bây giờ,0,0,1,0,0,0,2,0,0,1,1
"Hiệu năng ăn đứt 730G, pin trâu máy mượt. Nhân Cortex A76 và GPU Mali G76 qua tuyệt vời. Vô địch trong tầm giá",0,0,3,0,3,0,3,2,0,0,0
"Ai bị lỗi đèn flash không,lúc bật được lúc không,cảm ứng vân tay nghe thấy tiếng mở vân tay 5s sau mới sáng màn,lỗi sập nguồn nữa,dùng 10 ngày tự sập 2 lần rồi,hơi thất vọng",0,0,1,0,1,0,0,0,0,1,0
"Mới lấy máy chiều qua, đến hiện tại mọi thứ ok nhưng việc máy đã được khui hộp trước làm mình lấn cấn suy nghĩ liệu TGDĐ có giao mình máy cũ không.
Hy vọng sau này các bạn đưa khách xem full box trước khi mở seal cho khách an tâm.",0,0,0,0,0,0,0,0,0,0,3
Mình mua 2 cái cho 2con chơi game free Fire thấy chơi ok mà pin xài lâu hết . còn sạc nhanh đầy nữa. Tụi nhỏ rất thích.,0,0,3,0,3,0,3,0,0,0,0
Mình sài các dòng máy  8 triệu trở lên tính ra cũng mười máy cái rồi nhưng lần đầu sài xiaomi thấy rất đã  pin trâu. Mạnh hơn con chíp scom710 luôn đc cái sat nhanh hơn nữa  rất tốt,0,0,3,0,3,0,3,0,0,0,3
"Máy mình mua đc tầm 2 tháng. Gần đây lướt fb cỡ 5p là máy nóng ran lên, lúc trước ko có. Cho hỏi có cách nào khắc phục ko ạ",0,0,0,0,1,0,0,0,0,0,3
"Máy thì sài ok 
Nhưng bị lỗi quảng cáo hơi bị nhiều 
Có nhiều người chê máy kém nhưng đó chỉ là suy nghĩ của mỗi người thôi",0,0,3,0,1,0,0,0,0,0,3
"Thấy nhiều người chê máy bị lõi nhiều thứ quá, thôi bỏ ý định mua luôn 😅😅 giờ ko biết mua máy gì luôn..",0,0,0,0,0,0,0,0,0,0,1
Sản phẩm rất tốt. Rát tiện và hay. Camera ổn net. Có điều rất thích máy này là tự động chỉnh ánh sáng khi ra ngoài nắng và khi vào trong. Rất tuyệt vời đáng đồng tiền,3,0,3,0,0,0,0,3,0,3,0
"Sản phẩm dùng rất thích.Máy chạy nhanh pin bền màu sắc trang nhã đẹp mắt.Hệ điều hành chạy ổn định,chụp ảnh đẹp",3,0,3,0,3,0,3,0,3,0,0
"A51 có chống nước không admin
Mấy hôm trước em làm rơi xuống hồ cá cảnh. Em vớt lên vẫn sài được bình thường thường",0,0,0,0,0,0,0,0,0,0,3
Máy mua dc 2 tháng. Chơi liên quân bật chưa max cấu hình mà hay bị giật lag. Fps từ 60 giảm xuống còn  5. Giật là ko chơi dc. Cảm thấy thất vọng,0,0,1,0,1,0,0,0,0,0,2
Vân tay đúng tệ..mua chiều giờ mở được 4 lần. Liên quân thì có giật lag tí xíu khi giao chiến,0,0,0,0,1,0,0,0,0,1,0
"Máy mình không chơi game chỉ lướt face ,xem YouTube tầm 1 tiếng mà pin hụt nhanh ghê còn nóng nữa,bắt sóng yếu còn hay bị lag, điện thoại không làm gì để qua đêm hụt hơn 6%:)))",0,0,0,0,1,0,1,0,0,1,0
"máy đẹp cầm khá chắt tay .nhân viên tư vấn nhiệt tình , vui vẻ .kết rồi đó nha .........",0,0,0,0,0,0,0,0,3,0,3
Cái gì cũng đc riêng viềng cam sau lm tệ quá bị tróc hết lớp mạ...................,0,0,2,0,0,0,0,0,1,0,0
Tại sao con redmi note 8 pro mình mua hôm 20 /6 chỉ là bản miui 11.0.4 mà nó lại k đc cập nhập lên miui bản 11.0.6.0 là sao note 8 pro đc cập nhập lên rủi mà,0,0,0,0,1,0,0,0,0,0,3
Sản phẩm nhỏ gọn vân tay mượt chơi game ko lắc rất ok nhân viên hỗ trợ nhiệt tình,0,0,3,0,3,0,0,0,3,3,0
sao gọi điện nghe loa thoại nhỏ quá đứng ngoài đường không nghe được gì mặc dù tăng max volum,0,0,0,0,0,0,0,0,0,1,0
Thiết kế đẹp chíp ổn hiệu năng tốt còn pin 4000mAh thì quá ổn sử dụng dk 2 ngày còn camera chụp hình cũng đẹp,3,0,0,0,3,0,3,0,3,0,0
Đã dùng gần 3 tuần .máy k dùng gì tắt hết wifi 4g để qua đêm vẫn tụt 9%pin .k yên tâm về pin chút nào cả,0,0,0,0,0,0,3,0,0,0,1
Điện thoại ngon bổ rẻ chơi game ko lát chi nong may thôi như Free Fire liên quan PUPG,0,0,3,0,2,0,0,3,0,0,0
Đội ngũ chăm sóc khách hàng rất tốt. Đổi trả ko hề phàn nàn. Tôi yên tâm khi mua hàng ở tgdd,0,0,0,0,0,0,0,0,0,0,0
Hình ảnh cực tệ. với giá tiền này quá cao không bằng cả những dòng máy trên 2tr. hình ảnh video không có chút gì là thực .hối hận vì đã chót mua. các bác đừng nên mua máy thì năng.,0,1,1,0,0,0,0,1,1,0,0
So với con 20s thì con này cấu hình mạnh hơn..kiểu dáng ok hơn nhưng thời gian sử dụng pin kém hơn 20s mặc dù ko có chơi game,0,0,0,0,3,0,1,0,3,0,0
"Mình dùng gần tháng , máy xài ngon, mình ít chơi game .
Nv tư vấn nhiệt tình chu đáo.",0,0,3,0,2,0,0,0,0,0,3
"Máy thực sự quá đẹp và đẳng cấp, khả năng hoàn thiện phải nói là tốt nhất của samsung từ trước đến nay, màn hình tràn viền sexy và đẹp nhất thế giới, hiệu năng thì quá mượt mà rồi, thực sự xứng đáng với số tiền bỏ ra..",0,0,0,0,3,0,0,3,3,0,0
"Đã dùng được 6 tháng và đã up lên MIUI 11.4 từ lâu nhưng hoàn toàn không gặp lỗi như các bạn kia bình luận, tuy nhiên thỉnh thoản mái hơi chậm khi chuyển đổi giữa các ứng dụng. Camera thì cả camera trước và sau chụp đêm quá ưng ý trong tầm giá. Nếu so con này với iphone 7 thì mình sẽ chọn con này 😄",3,0,0,0,1,0,0,0,0,0,3
"Nghe nói oppo dễ bị lỗi lắm phải ko mấy bn 
Daq định mua mà ko pit chon cái nào tốt hơn 
Thấy cũng ngon dó nhưng chưa sài oppo bao giờ cả ko pit ra sao ..tui thấy samsung ngon .nhưng hơn mất....",0,0,0,0,0,0,0,0,0,0,3
Điện thoại tốt. Tôi dùng thấy okay. Sẽ giới thiệu với người khác để biết sản phẩm này,0,0,3,0,0,0,0,0,0,0,3
Mới xài hơn 1tháng.Rất mau nóng và lag .phí 7tr .xài răt bực bội bấm chữ hay bị dính .videol thì bị lấy và chậm máy lại,0,0,0,0,1,0,0,1,0,1,1
"Máy mới mua xong chưa thấy lỗi gì , tác vụ ổn máy pin trâu ,loa to , ổn trong tầm giá , có tính năng của những máy cao cấp ""màn hình cạnh""",0,0,3,0,2,0,3,2,0,3,0
Sản phẩm tốt nhưng pin thì hao nhanh quá vân tay thì có chút vấn đề nói chung thì khá ok 😋😋,0,0,3,0,0,0,1,0,0,1,0
Tôi dùng đc 2 tháng. Con này cái gì cũng ok. Mỗi cảm biến tiệm cận cực kỳ tệ. Nhiều khi để lên nghe mà màn hình vẫn sáng chạm vào tai trượt thanh trạng thái xuống rồi chạm thay đổi cài đặt lung tung. Khó chịu.,0,0,3,0,0,0,0,0,0,1,3
"Vừa cập nhật, rất tốt,  pin cực ổn,  sài cả ngày không lo và  ram trống nhiều hơn ,  giá nào chất lượng máy ấy thôi,  Samsung đã làm rất tốt ❤",0,0,3,0,3,0,3,2,0,0,0
máy đẹp pin tốt cấu hình khủng rất thích máy này chơi liên quân rất mượt chụp hình đẹp,3,0,0,0,3,0,3,0,3,0,0
"Sau hơn 1 tuần trải nghiệm và sử dụng . Thấy máy khá ok . Ổn . Mượt , không có gì có thể làm chậm hay làm khó với con chip A12 bionic . Chụp ảnh đẹp . Và tiện lợi hơn là sử dụng 2 sim sóng sánh rất ok . 
Chỉ có 1 điểm duy nhất về mặt hình thức đó là thiết kế quá xấu . Viền màn hình với khung xương máy còn đút lọt đồng tiền polyme ( có bác nào bị trường hợp đấy không ạ ???)",3,0,3,0,3,0,0,0,1,3,3
đã xài  và cảm thấy rất Okie sản phẩm rất mượt chụp ảnh đẹp chơi game cũng được nhưng đôi khi Lag hỗ trợ đa nhiệm và chất lượng độ Phân giải của tấm nền Amoled cực kì ấn tượng -->   đáng Mua,3,3,3,0,2,0,0,0,0,0,0
Sản phẩm tốt trong tầm giá máy mượt đã nhiệm tốt pin để qua đêm chỉ hao 1-2 % pin trâu dùng chơi game liên tục 4h chỉ tốn 55-60% (liên quân) trong tầm giá thì quá ok 😄,0,0,3,0,3,0,3,2,0,0,0
"Cám ứng kém thật , chơi game giât lag , ko mượt bằng j7 thế mới hài chứ . Đúng la quảng cáo",0,0,0,0,1,0,0,0,0,1,3
"Lần đầu tiên xài điện thoại của hãng Xiaomi thấy xài khá OK, chơi game ổn, pin trâu có điều camera lồi ra khá bất tiện và chơi game lâu thì hơi nóng, nhân viên tư vấn nhiệt tình. Nói chung khá ngon trong tầm giá 👍👍👍",0,0,3,0,2,0,3,0,1,0,0
E mới mua dt reno 2f dc 12 ngày sử dụng tốt nhưng sau em không sài thì không tốn pin cho lắm e sạc đầy pin để qua đêm chỉ hao 8 đến 9% nhưng khi em sử dụng thì hao rất nhanh chưa đến 1 phút thì đã hao 1% pin e sử dụng 10 phút thì hao tận 8% pin tình trạng mấy e có bị gì không ạ e có thể đổi mấy mới dc ko,0,0,3,0,0,0,1,0,0,0,3
"Quá chán. Ram 3g mà không chạy được gì hết đứng máy, văng liên tục. Thua xa cái j7 2g cùi còn chạy 1 lần 2 acc chơi cả tiếng mới văng 1 lần. Cái này mới mua mà chạy 1 acc văng miết. Cam thì xấu. Quét mã QR cam kéo dài hình ra không nhận được mã QR. Hiện tại không thể sử dụng quét mã được. Wf yếu. Sóng đt,4g yếu.",1,0,1,0,1,0,0,0,0,1,1
Sản phẩm khá ngon trong tầm giá. Chơi game vẫn ok dù máy hơi nóng và pin k trâu lắm,0,0,3,0,2,0,1,2,0,0,0
"Sài được không lâu máy lang dô YouTube ,zingmp3 Google..... Đều bị dăng ra buộc phải khởi động lại ,pin sài từ từ thì thấy mua hao lắm",0,0,0,0,1,0,1,0,0,0,0
"Đt mới nhận về hôm qua cảm nhận là hơi tốn pin, nghe đt khoảng hơn 40 giây là nó tắt luôn màn hình, phải nhấn nút nguồn mới sáng. Cái máy cực bám vân tay. Miếng dán màn hình kg có nhiều chỗ bán và giá lại cao. Cái nút tắt nguồn phải nằm trong cái bảng điều khiển, tắt đt phức tạp quá. Chụp hình cỡ tầm iphone 6. Hơi thất vọng chút vì quảng cáo khá rầm rộ.",2,0,1,0,0,0,1,0,1,1,0
"Dt sài rất tốt thiết kế đẹp,đáng trong tầm giá,sạc nhanh phần mền sạc vooc rất chuẩn,đúng là độc quyền của oppo,nhân viên tgdd thị trấn cái dầu thì rất tốt luôn sát cánh khánh để giới thiệu những dòng sản phẩm mà khách hàng luôn phân vân,....ok",0,0,3,0,0,0,3,2,3,0,0
"Máy mượt, pin cao nhưng nhanh hết chỉ đc ở mức trung bình. Game chiến ok, max setting vẫn mượt nhé. Màn hình to rõ đẹp, xem phim giải trí cực đã. Loa ngoài hơi nhỏ, ko to. Camera sau đẹp, trước tạm chấp nhận được. Cảm ứng thỉnh thoảng ko nhạy lúc chơi game ko biết do cấn tay hay lỗi.",3,3,0,0,3,0,1,0,0,1,0
Mua 2 máy điều bị lem mực đen ngay góc sóng dt .ko pk là lổi gì. 1 máy 9 tháng 1 máy 2 tháng,0,1,0,0,0,0,0,0,0,0,1
Nhìn chung máy  đẹp rất thich. Không có chỗ nào để chê dc. Nhưng có 1 điểm là camera trước rất xấu. Thua mấy con oppo nữa. Mới mua dc 10 ngày k biết đổi máy lại dc k nữa.,1,0,3,0,0,0,0,0,3,0,3
"Máy mới mua dk 2 ngày mà chơi liên quân đã bị giật lang, màn hình tự nhiên tối tắt mở lại nó mới về bình thường từ nào giờ tin tưởn sài ss mà giờ làm thất vọng giá 8tr như vậy thì chưa ổn",0,0,1,0,1,0,0,2,0,0,0
"Sài được 1 tháng, tất cả mọi thứ ok , mỗi tội bắt wifi quá kém, không biết có bản cập nhập khắc phục không",0,0,3,0,0,0,0,0,0,1,2
"Đã mua và thất vọng máy châm kinh khủng loa thì rè , giá tầm này mua Xiaomi rdmi 8 ngon hơn nhiều , thất vọng sam sung",0,0,1,0,1,0,0,0,0,1,0
Mới mua hôm qua máy xài ổn trong tầm giá chơi game tụt pin khá nhanh  . nhân viên thân thiện nhiệt tình,0,0,3,0,0,0,1,2,0,0,0
máy còn nóng khi choi game lq ko ad. E sợ mua về mà chơi tí đả nóng thì vứt .Mong mn chỉ bảo,0,0,0,0,0,0,0,0,0,0,2
"Máy mới sử dụng nên không biết thế nào, camera chụp đẹp, nhân viên siêu thị nhiệt tình, vui vẻ.",3,0,0,0,0,0,0,0,0,0,3
"Googole chome  cứ dẫn đường link quảng cáo hoài bực mình , có cách nào để chặn không TGDĐ , đg nghe nhạc hay xem phim hay không làm gì , mak đt bật mạng là xuất hiện lên rất bực mình , ớn đt androi . Cài đặt các kiểu sao cũng ko hết , lm ntn để hết đây , rất mong mọi người chỉ dùm .",0,0,0,0,1,0,0,0,0,0,1
"Pin trâu, sạc nhanh.chơi game rất mượt, không bị nóng nếu để cấu hình bình thường.con cấu hình cao chỉ hơi nóng xíu thôi.cam trước sau thì tạm ổn.nói chung rất tốt trong mọi mặt.",3,0,3,0,3,0,3,0,0,0,0
"Màn hình đẹp, pin xài lâu. Camera trước và sau dùng rất thích. Nữ cầm hơi nặng tay",3,3,0,0,0,0,3,0,1,0,0
"Song quá yếu H+ ma o chạy noi quá tệ , gọi nghe còn khó  nữa sai lầm khi mua xin coi lại để o ai dám mua nữa đâu",0,0,3,0,0,0,0,0,0,1,0
"Mic kém, cảm ứng rất kém, định vị không chính xác toàn nhảy đi đâu không
Còn lại mọi thứ Ok, tầm thấp lên k đòi hỏi hàng chất lượng cao đc",0,0,1,0,0,0,0,0,0,1,1
Em mới vào game chỉnh phần turbo trên góc thì kêu è......è mãi em khởi động lại thì nó hết rồi,0,0,0,0,2,0,0,0,0,0,0
"Máy dễ tróc sơn quá có nào bảo hành lại đc ko,máy rất tốt,siêu mượt,camera đẹp,sạc siêu nhanh",3,0,3,0,3,0,3,0,1,0,0
"Sản phẩm tốt, cảm giác chơi game ko quá nóng như mình nghĩ. Liên quân bật max thì hơi giật nhẹ còn pubg mình mới chơi đc 1 trận nên chưa nói gì nhiều đc. Tối nay lại hành con chip G90T này",0,0,3,0,1,0,0,0,0,0,3
"Qua tuyệt.máy đẹp ,pin dùng rất lâu.sóng sánh ổn định.màn hình trắng sáng ko ám vàng là điểm + ,mọi chức năng đều ok ,không có gì phàn nàn",0,3,3,0,0,0,3,0,3,3,0
"Pin trâu cực, xài 4G liên tục từ 100% lúc 6h sáng đến 8h30 còn 24%. Máy mạnh, chiến game tốt. Cam tạm ổn.",2,0,0,0,3,0,3,0,0,0,0
Sản phẩm tốt camera đẹp pin trâu màn hình đẹp  nhân viên bán hàng nhiệt tình dễ thương !,3,3,3,0,0,0,3,0,0,0,0
"Chụp hình đẹp,loa nghe hay,hiệu năng tốt máy mượt nhưng mà hơi thất vọng về khoảng pin khi để qua đêm tụt đến 4-5% nên mình chỉ cho 4 sao",3,0,0,0,3,0,1,0,0,3,0
"Quá tệ,  ứng dụng quá nhiều ko cần thiết. mỗi lần mở là phải chỉnh ánh sáng, màn hình vàng nhòe,vân tay nhận diện chậm, đặc biệt Bluetooth giật giật khó chịu, lần đầu tiên xài hãng sum sung .",0,1,1,0,1,0,0,0,0,1,1
"Dùng máy đk mấy hôm rồi cảm nhận:
Bắt wifi hơi kém, loa ngoài khá bé ko đk to như ss,sóng điện thoại thì ổn , có quả cam chup thiếu sáng thì ảnh xấu .
Máy thich hợp vs phụ huynh hơn là cac bạn trẻ",1,0,0,0,0,0,0,0,0,2,3
Mới mua xài ngon lắm. Ưng nhất khoản chụp hình.Đặc biệt là chụp đêm và selfie ngon hơn cả iphone11 pro.,3,0,3,0,0,0,0,0,0,0,0
Mình thấy được mà cứ chê ỏng chê eo. Đt hợp làm vlog lắm camera chê siêu chống rung nhưng khi hết lưu lượng 4g hoặc ko có wifi công nhận là có chậm nhưng có wifi và sóng 4g đủ lưu lượng tốc độ thì tớ thấy mượn chơi liên quân ok . Nghe gọi nghe nhạc cũng ok. Thích nhất vẫn là camera siêu chống rung,3,0,3,0,3,0,0,0,0,3,0
"Trời ơi tin được không.  Ngon quá. Máy ngon quá
Mong giá ra tầm trung. Tuyệt vời cú mèo.",0,0,3,0,0,0,0,0,0,0,3
đt từ khi mua về hay bị đứng rồi còn khi đang xem youtube là tự nhiên thoát ra màng hình chính,0,0,0,0,1,0,0,0,0,0,0
Mình sài gần dc 1 tháng rồi. Thấy rất ok.........................................,0,0,3,0,0,0,0,0,0,0,3
Nhân viên rất nhiệt tình và chu đáo. Máy sử dụng rất mượt chơi game ổn . Pin trâu chơi game mã setting,0,0,0,0,3,0,3,0,0,0,0
Kể ra tầm 10t trai nghiệm cũng được mình thich cái kiểu bàn phím này.sliver lại càng thích.nói chung10t cố nghiến rang mua,0,0,0,0,0,0,0,0,0,0,3
"Điện thoại này hình như là chạy exynos 9611, ko phải 9610. Theo thông tin trên trang chủ samsung và gsmarena, mới xài có một ngày nên chưa đánh giá chi tiết đươc.",0,0,0,0,2,0,0,0,0,0,3
"Chíp Snapdragon 675 mới. Chưa tương thích game nhiều. 
Nên chơi bị giật hay lag nhẹ thì mấy thánh đừng kêu nhé. 
Thanks. !!!",0,0,0,0,1,0,0,0,0,0,3
"Cái đầu lõi hỡ sáng, đổi cái sau thì chết điểm ảnh ,đổi cái nữa thì lõi wifi. Bây giờ không biết làm sao luong, không hiểu TGDD làm ăn sao ak. TGDD phải tìm cách giải quyết cho khách hàng đi chứ...",0,1,0,0,0,0,0,0,0,1,0
"Máy đẹp, tốt, xài rất mượt, nhân viên nhiệt tình vui vẻ, pin hơi đuối xíu nhưng vẫn chấp nhận được.",0,0,3,0,3,0,2,0,3,0,0
Huawei thiết kế nhìn rất đều máy và nhìn cảm giác rất cân đối...nhìn thich hơn samsung,0,0,0,0,0,0,0,0,3,0,0
Máy lỗi nghe nhạc bluetooth . Ra bảo hảnh thì nhân viên trả lời lỗi cả lô như nhau cái mới đập hộp cũng vẫn bị lỗi. Do hệ điều hành androi 10 có vấn đề . Thế là người dùng bỏ ra 8tr mua phải hàng lỗi mà ko biết đi thắc mắc với ai và ai giải quyết cho mình. Các bạn mua A51 thì nên mang tai nghe đi test trước khi mua !!!,0,0,0,0,1,0,0,0,0,1,1
