comment,training_program,facility,lecturer,others
Các phòng họp cho học viên nghiên cứu rất thuận tiện và được cung cấp đầy đủ các thiết bị.,0,3,0,0
"Các phòng họp có khả năng đáp ứng nhu cầu của các hội nghị, hội thảo.",0,2,0,0
Các phòng họp của trường được trang bị đầy đủ công nghệ tiên tiến.,0,3,0,0
Các phòng họp tại trường rất tiện nghi và được trang bị đầy đủ thiết bị.,0,3,0,0
Các phòng họp tại trường được trang bị hệ thống âm thanh và trình chiếu tiện lợi.,0,3,0,0
Các phòng họp được trang bị đầy đủ và hiện đại.,0,2,0,0
"Các phòng họp đều được trang bị toàn bộ thiết bị, giúp cho sinh viên tổ chức các hoạt động ngoại khoá đạt hiệu quả cao nhất.",0,3,0,0
"Các phòng hội thảo tại trường được trang bị âm thanh và ánh sáng tốt, giúp tôi tham gia các buổi hội thảo và báo cáo hiệu quả hơn.",0,3,0,0
"Các phòng khách của trường rộng rãi và đầy đủ thiết bị, có thể tổ chức các hoạt động lành mạnh.",0,3,0,0
Các phòng khám y tế của trường đầy đủ các dịch vụ phục vụ cho sinh viên.,0,3,0,0
Các phòng lab kỹ thuật số không được trang bị đầy đủ thiết bị.,0,1,0,0
Các phòng lab đáp ứng được nhu cầu của sinh viên trong học tập.,0,3,0,0
Các phòng làm việc của trường được bố trí rất hợp lý và tiện nghi.,0,2,0,0
"Các phòng máy tính của trường có máy tính đủ mới, nhanh nhạy giúp sinh viên tiện hơn trong việc tìm hiểu trên mạng.",0,3,0,0
Các phòng máy tính của trường quá nhỏ.,0,1,0,0
Các phòng máy tính của trường rất chật chội và không đủ máy tính để phục vụ số lượng sinh viên.,0,1,0,0
Các phòng máy tính của trường được cung cấp các phần mềm mới nhất.,0,2,0,0
Các phòng máy tính không có đủ máy in để sinh viên có thể in tài liệu.,0,1,0,0
"Các phòng máy tính trong trường quá nóng, không thể làm việc được.",0,1,0,0
Các phòng máy tính tại trường được trang bị đầy đủ các phần mềm và thiết bị giúp cho sinh viên có thể dễ dàng tiếp cận các công cụ ứng dụng tiên tiến nhất.,0,3,0,0
Các phòng máy tính được cập nhật và đáp ứng được nhu cầu học tập.,0,2,0,0
"Các phòng máy tính đều có máy tính mới và tốc độ mạng rất nhanh, giúp cho việc học tập và làm việc trở nên suôn sẻ hơn.",0,3,0,0
Các phòng máy tính đều được sắp xếp gọn gàng và có nhiều máy đủ sử dụng.,0,2,0,0
Các phòng máy tính đều được trang bị máy tính mới và đủ số lượng cho tất cả sinh viên.,0,2,0,0
"Các phòng nghỉ của trường không được sạch sẽ, đủ tiện nghi.",0,1,0,0
"Các phòng thí nghiệm của trường có các thiết bị tiên tiến và hiện đại, giúp tôi tiếp cận với công nghệ mới nhất.",0,3,0,0
Các phòng thí nghiệm của trường rất an toàn và có thực đơn đa dạng.,0,2,0,0
"Các phòng thí nghiệm của trường rất chất lượng và được trang bị đầy đủ thiết bị, giúp tôi nghiên cứu và thực hành tốt hơn.",0,3,0,0
Các phòng thí nghiệm của trường rất nóng và không đủ khoảng không gian thông thoáng.,0,1,0,0
Các phòng thí nghiệm của trường rất tiện nghi và được trang bị đầy đủ thiết bị.,0,3,0,0
Các phòng thí nghiệm của trường được trang bị đầy đủ thiết bị và công nghệ hiện đại.,0,2,0,0
Các phòng thí nghiệm của trường đầy đủ các thiết bị cần thiết cho việc nghiên cứu.,0,3,0,0
Các phòng thí nghiệm không thoáng mát và phải đối mặt với ánh sáng và không khí ô nhiễm.,0,1,0,0
Các phòng thí nghiệm quá tù túng.,0,1,0,0
Các phòng thí nghiệm tại trường có đầy đủ thiết bị và dụng cụ để giúp tôi học tập hiệu quả hơn.,0,3,0,0
"Các phòng thí nghiệm tại trường rất an toàn và được bảo vệ tốt, giúp tôi ôn tập và thực hành tốt hơn.",0,3,0,0
Các phòng thí nghiệm tại trường rất nhỏ và không đủ thiết bị để phục vụ cho nhu cầu của sinh viên.,0,1,0,0
Các phòng thí nghiệm tại trường rất sạch sẽ và tiện nghi.,0,2,0,0
Các phòng thí nghiệm tại trường được trang bị đầy đủ và là nơi lý tưởng để học tập và nghiên cứu.,0,3,0,0
"Các phòng thí nghiệm tốt được trang bị đầy đủ các thiết bị cần thiết, giúp sinh viên hoàn thành các dự án của mình một cách thuận tiện.",0,3,0,0
Các phòng thí nghiệm và phòng máy tính trong trường rất tiện lợi và được trang bị đầy đủ thiết bị.,0,2,0,0
Các phòng thí nghiệm và thiết bị thiếu tài liệu và không đáp ứng được các nhu cầu học tập và nghiên cứu của sinh viên.,0,1,0,0
Các phòng thí nghiệm đáp ứng được các yêu cầu cần thiết cho học tập.,0,2,0,0
Các phòng thí nghiệm đáp ứng được nhu cầu của sinh viên học các ngành kỹ thuật.,0,3,0,0
Các phòng thí nghiệm được cập nhật định kỳ về thiết bị để phục vụ công tác giảng dạy và học tập của sinh viên.,0,3,0,0
Các phòng thí nghiệm được trang bị hệ thống giám sát hoạt động tốt.,0,2,0,0
Các phòng thí nghiệm được trang bị tiện ích cho các sinh viên học các ngành khoa học.,0,3,0,0
Các phòng thí nghiệm được trang bị đầy đủ các thiết bị cần thiết.,0,2,0,0
Các phòng thí nghiệm được trang bị đầy đủ và an toàn cho sinh viên thực hành.,0,3,0,0
Các phòng thí nghiệm đều được trang bị đầy đủ dụng cụ,0,2,0,0
"Các phòng thí nghiệm ở trường rất tuyệt vời, giúp tôi hiểu rõ hơn về công nghệ và khoa học.",0,3,0,0
"Các phòng thí nghiệm ở trường đều được trang bị đầy đủ các thiết bị và dụng cụ, giúp cho sinh viên có thể thực hành và nghiên cứu chuyên sâu.",0,3,0,0
Các phòng thảo luận của trường thường rất bẩn và không đủ chỗ để sinh viên có thể thảo luận bình thường.,0,1,0,0
Các phòng thảo luận rất phù hợp để các nhóm học tập và nghiên cứu.,0,3,0,0
Các phòng thực hành của trường rất hẹp và không đủ máy móc để thực hiện các môn học.,0,1,0,0
Các phòng thực hành của trường thường rất ồn ào và không khí không tốt.,0,1,0,0
"Các phòng thực hành của trường được trang bị đầy đủ trang thiết bị, giúp sinh viên có thể thực hành các kỹ năng cần thiết theo thực tế.",0,3,0,0
Các phòng thực hành nghề nghiệp được trang bị đầy đủ thiết bị và công cụ.,0,3,0,0
Các phòng thực hành trong trường rất thuận tiện và được trang bị đầy đủ thiết bị để đảm bảo chất lượng học tập.,0,2,0,0
Các phòng thực hành trong trường đều được trang bị đầy đủ và tối ưu hóa cho việc thực tập.,0,2,0,0
Các phòng thực hành và thiết bị của trường rất sạch sẽ và tiên nghi.,0,3,0,0
"Các phòng thực hành về kiến trúc và xây dựng rất đầy đủ và chuyên nghiệp, giúp tôi nâng cao kỹ năng thiết kế và xây dựng.",0,3,0,0
Các phòng thực hành y khoa hoặc công nghệ không được trang bị đầy đủ thiết bị.,0,1,0,0
"Các phòng thực hành được trang bị đầy đủ máy móc và thiết bị, hỗ trợ cho việc học tập và nghiên cứu của sinh viên.",0,3,0,0
Các phòng thực hành được trang bị đầy đủ thiết bị và máy móc giúp cho sinh viên có thể học tập và thực hành nhiều kỹ năng.,0,2,0,0
Các phòng thực hành được trang bị đủ dụng cụ và nhân viên hỗ trợ tận tình.,0,3,0,0
Các phòng thực hành đầy đủ các thiết bị cần thiết để học tập và thực hành,0,2,0,0
Các phòng thực hành đều được trang bị đầy đủ và đáp ứng được yêu cầu của các chuyên ngành khác nhau.,0,3,0,0
Các phòng tập hát không đủ phòng để chứa một lớp học đông đúc.,0,1,0,0
Các phòng tập thể dục của trường rất chật chội và không đủ đồ để phục vụ cho sinh viên.,0,1,0,0
Các phòng tập thể dục được trang bị đầy đủ các thiết bị cho hoạt động tập thể dục.,0,3,0,0
Các phòng tập yoga và các hoạt động thể dục thể thao khác được tổ chức thường xuyên và rất hữu ích.,0,3,0,0
Các phòng tự học của trường rất nhỏ và không đủ chỗ ngồi để phục vụ sinh viên.,0,1,0,0
Các phòng đọc sách trong trường rất yên tĩnh và thuận tiện để học tập.,0,2,0,0
Các phòng đọc sách và phòng học nhỏ được bố trí khắp trường giúp sinh viên có thể học tập và tập trung tốt hơn.,0,3,0,0
Các phương tiện đi lại đi vào và ra khỏi trường bị ùn tắc giao thông quá mức.,0,1,0,0
Các quá trình đăng ký học phức tạp và không đáp ứng được nhu cầu của sinh viên.,0,1,0,0
"Các quầy bán đồ ăn, sinh hoạt hàng ngày đáp ứng nhu cầu của sinh viên.",0,2,0,0
"Các sân chơi và khu vui chơi được bảo trì tốt, đảm bảo an toàn cho sinh viên trong quá trình chơi.",0,3,0,0
Các sân thể thao của trường khá rộng và đáp ứng tốt nhu cầu của sinh viên.,0,2,0,0
Các thiết bị cần thiết thường xuyên bị hỏng hoặc mất.,0,1,0,0
Các thiết bị không đáp ứng đầy đủ nhu cầu của sinh viên.,0,1,0,0
Các thiết bị thiết kế đều được thiết kế để đáp ứng nhu cầu học tập của tương lai.,0,2,0,0
"Các thiết bị thể dục thể thao của trường này thiếu hụt, không đáp ứng nhu cầu.",0,1,0,0
Các thiết bị trong các phòng học của trường được sắp xếp rất tiện lợi.,0,2,0,0
Các thiết bị và phương tiện của trường thường bị rất cũ kỹ và không đồng bộ.,0,1,0,0
Các thiết bị và phương tiện tại trường thường bị lỗi và không hoạt động.,0,1,0,0
"Các thiết bị, máy móc, phần mềm không có bản quyền, làm cho sinh viên mất thời gian và tiền bạc để tìm kiếm và cài đặt.",0,1,0,0
"Các thí nghiệm của trường được trang bị đầy đủ, giúp sinh viên thực hành những kỹ năng cần thiết.",0,3,0,0
Các thí điểm và phòng thảo luận được thiết kế để trang bị công nghệ mới nhất phục vụ cho việc giảng dạy và học tập.,0,3,0,0
Các thông báo không đúng hoặc không được hiển thị đúng lúc.,0,1,0,0
Các thực đơn trong căn tin thường được cập nhật và rất ngon miệng.,0,3,0,0
"Các tiểu thương trong khuôn viên trường đang giá cả quá cao, khó tồn tại với sinh viên.",0,1,0,0
"Các tiện ích tại trường đáp ứng nhu cầu của sinh viên như phòng học, thư viện, khu vv xanh và cơ sở vật chất tiện nghi.",0,2,0,0
Các trang thiết bị của trường quá cũ kỹ.,0,1,0,0
Các trang thiết bị học tập bị hỏng và cũ kỹ.,0,1,0,0
"Các trang thiết bị trong phòng thí nghiệm của trường rất mới và đầy đủ, giúp tôi thực hành tốt hơn.",0,3,0,0
"Các trang thiết bị trong phòng thí nghiệm của trường đều được bảo trì tốt, đảm bảo an toàn cho sinh viên.",0,3,0,0
"Các trang thiết bị trong phòng thực hành của trường rất đầy đủ, giúp sinh viên thực hành những kỹ năng cần thiết.",0,3,0,0
"Các trang thiết bị trong phòng thực hành khoa học máy tính của trường rất đầy đủ và chuyên nghiệp, giúp tôi thực hành và nghiên cứu chuyên môn tốt hơn.",0,3,0,0
"Các trang thiết bị trong phòng thực hành luôn được bảo quản tốt, giúp cho sinh viên dễ dàng thực hành.",0,2,0,0
"Các trang thiết bị trong phòng thực hành ẩm thực của trường rất đầy đủ và chuyên nghiệp, giúp tôi rèn luyện kỹ năng nấu ăn tốt hơn.",0,3,0,0
"Các trang thiết bị tại trường rất tiện lợi và đầy đủ, giúp tôi học tập và nghiên cứu hiệu quả hơn.",0,3,0,0
Các trang thiết bị vệ sinh của trường thường bị hỏng và không khí trong nhà thực sự khó chịu.,0,1,0,0
Các trang thiết bị y tế trong trường rất tốt và đảm bảo sức khỏe của sinh viên.,0,2,0,0
Các trang thiết bị ảnh và âm thanh trong trường đều rất tốt và chất lượng.,0,2,0,0
Các trung tâm hướng nghiệp tại trường rất chuyên nghiệp và hỗ trợ tốt cho sinh viên.,0,3,0,0
Các trung tâm học thuật của trường rất có chuyên môn và giúp tôi hiểu sâu hơn về ngành học của mình.,0,3,0,0
Các trung tâm hỗ trợ học tập tại trường rất nhiệt tình và hỗ trợ tốt cho sinh viên.,0,3,0,0
Các trung tâm nghiên cứu của trường rất chuyên nghiệp và hỗ trợ tốt cho các đề tài nghiên cứu.,0,3,0,0
"Các trung tâm ngoại ngữ của trường rất chuyên nghiệp, giúp tôi nâng cao trình độ tiếng Anh.",0,3,0,0
Các trường không bóc chánh không có chú trọng đến vấn đề cơ sở vật chất.,0,1,0,0
Các trường nghệ thuật không có cơ sở vật chất tốt.,0,1,0,0
Các tài liệu nghiên cứu hàng đầu,0,2,0,0
Các tòa nhà của trường được thiết kế hiện đại và sang trọng.,0,2,0,0
Các tòa nhà học tập của trường được thiết kế đẹp mắt và hiện đại.,0,3,0,0
Các tòa nhà trong khuôn viên trường rất đẹp và sạch sẽ.,0,3,0,0
"Các tòa nhà và cơ sở vật chất quá cũ kỹ, không được chăm sóc.",0,1,0,0
"Các tổ chức hoạt động được quản lý và tôn trọng, mang lại nhiều cơ hội để sinh viên tham gia vào các hoạt động ngoài lớp học.",0,3,0,0
Các văn phòng đa chức năng và tiện nghi,0,2,0,0
Các xe bus đưa đón sinh viên được bảo trì tốt và hoạt động đúng giờ.,0,2,0,0
Các điều kiện vệ sinh và cơ sở vật chất trong ký túc xá đầy đủ rác thải và không được quản lý một cách hiệu quả.,0,1,0,0
Các điểm truy cập trang web của trường bị chậm và không đáp ứng nhanh chóng.,0,1,0,0
Các đơn vị cung cấp dịch vụ tư vấn và hỗ trợ học tập được bố trí để giải đáp mọi thắc mắc của sinh viên.,0,3,0,0
"Các đồng nghiệp của tôi đều thích cơ sở vật chất của trường đại học này rất nhiều, đặc biệt là phòng học và phòng thí nghiệm rất đầy đủ và tiện nghi.",0,3,0,0
Các đội bóng đá của trường luôn đạt thành tích cao trong các giải đấu trong khu vực.,0,2,0,0
Các đội nhóm chạy hoạt động năng nổ và đầy sáng tạo.,0,3,0,0
"Cái gì ở đây cũng rất tuyệt vời, từ phòng học đến khu vực ăn uống và giải trí, tất cả đều được quản lý rất tốt.",0,3,0,0
Cây cối và cỏ dại không được chăm sóc đúng cách.,0,1,0,0
Có bể bơi cho sinh viên tập luyện và thư giãn,0,2,0,0
Có chính sách vay tiền hỗ trợ học phí cho sinh viên có hoàn cảnh khó khăn.,0,3,0,0
"Có chỗ đậu xe cho sinh viên, giúp tiện lợi cho việc di chuyển trong khuôn viên trường và đi học.",0,3,0,0
Có chỗ đỗ xe rộng rãi và an toàn cho sinh viên và nhân viên,0,2,0,0
"Có các dịch vụ chăm sóc tóc, nails giúp cho sinh viên không cần ra ngoài để tìm kiếm các dịch vụ tương tự.",0,2,0,0
"Có các dịch vụ hỗ trợ cho sinh viên như cấp học bổng, tư vấn học tập.",0,2,0,0
Có các hoạt động thể thao và nghệ thuật cho sinh viên tham gia.,0,2,0,0
Có các khuôn viên thể thao để sinh viên có thể luyện tập và giải trí.,0,2,0,0
"Có các phòng sinh hoạt chung cho sinh viên để tổ chức các hoạt động giải trí, thư giãn.",0,2,0,0
"Có các phòng tư vấn, hỗ trợ cho sinh viên có thể tìm kiếm thông tin và giải đáp thắc mắc.",0,2,0,0
"Có các thiết bị âm thanh, chiếu sáng đảm bảo cho buổi học hiệu quả.",0,2,0,0
Có các tiện ích như phòng tập gym và sân chơi trong khu vực của trường.,0,2,0,0
Có dịch vụ cho thuê xe đạp giúp sinh viên di chuyển trong khuôn viên và tiện lợi hơn.,0,2,0,0
Có khu nghỉ ngơi sau giờ học rất tiện lợi cho sinh viên.,0,3,0,0
"Có khu vực cho các hoạt động giải trí và thể thao như sân bóng đá, sân cầu lông",0,2,0,0
Có khu vực cắm trại và thảm cỏ để sinh viên tham gia các hoạt động ngoại khóa,0,2,0,0
Có khu vực khách sạn để đáp ứng nhu cầu của những sinh viên từ xa đến tham quan trường.,0,2,0,0
"Có khu vực kinh doanh thức uống, bánh mì, để sinh viên có thể thư giãn sau giờ học.",0,2,0,0
"Có khu vực lễ tân sảnh đón khách, cung cấp thông tin tốt cho sinh viên và phụ huynh.",0,2,0,0
Có khu vực ngoài trời để tổ chức các hoạt động và sự kiện của trường và sinh viên,0,2,0,0
Có khu vực ăn uống ngoài trời phục vụ các bữa tiệc và sinh hoạt của sinh viên,0,2,0,0
Có không gian riêng tư cho sinh viên để học tập và nghiên cứu độc lập,0,2,0,0
"Có máy phản xạ laser, mô phỏng để hỗ trợ học tập.",0,2,0,0
Có mùi khó chịu trong phòng học.,0,1,0,0
Có mấy người cứ khiến mọi người phải chờ đợi lâu.,0,0,0,1
Có mấy người cứ thích tỏ ra thông minh và không hợp tác với người khác.,0,0,0,1
"Có mấy người cứ tạo ra không khí căng thẳng trong lớp học, làm mọi người khó chịu.",0,0,0,1
Có mấy người rất tham lam và cứ muốn chiếm hết vị trí tốt nhất.,0,0,0,1
Có mấy người rất thích bắt nạt người khác.,0,0,0,1
Có một số bạn khá thân thiện và dễ gần.,0,0,0,2
Có một số sinh viên không quan tâm đến việc học tập và để lại ảnh hưởng tiêu cực cho nhóm.,0,0,0,2
Có một số đồng nghiệp của tôi luôn tìm cách khoe khoang và tỏ ra cao quý hơn người khác.,0,0,0,1
Có nhiều hoạt động ngoại khóa được tổ chức để giúp sinh viên rèn luyện kỹ năng mềm.,0,3,0,0
Có nhiều khu vực để sinh viên có thể tìm một chỗ để học tập và tự học.,0,2,0,0
Có nhiều phòng đọc sách và phòng hội thảo đáp ứng nhu cầu học tập và nghiên cứu,0,2,0,0
Có nhiều tiện ích tại trường,0,2,0,0
Có những bạn có khả năng chủ động và tự giác đưa ra phương án giải quyết cho các vấn đề trong lớp.,0,0,0,2
Có những bạn khá chăm chỉ và đạt được nhiều thành công trong hoạt động của trường.,0,0,0,2
Có những bạn khá hài hước và tạo được không khí thoải mái trong lớp học.,0,0,0,2
Có những bạn khá tàn nhẫn và thường đưa ra các ý kiến không cần thiết trong lớp học.,0,0,0,2
Có những bạn rất nhạy cảm và chịu ảnh hưởng bởi các thay đổi và trở ngại trong cuộc sống học tập.,0,0,0,2
Có những bạn rất năng động và thích tham gia các hoạt động của trường.,0,0,0,2
Có những bạn thích dẫn chứng và nghiên cứu về những vấn đề khác.,0,0,0,2
"Có những khu vực giải trí chia sẻ, thư giãn cho sinh viên.",0,2,0,0
Có những khu vực giải trí như trung tâm thể dục thể thao.,0,2,0,0
Có những khu vực rất yên tĩnh để sinh viên có thể tập trung và học tập tốt hơn.,0,3,0,0
Có những người học sinh rất đam mê và nhiệt tình trong việc tìm hiểu kiến thức mới.,0,0,0,2
Có những sinh viên bị ảnh hưởng bởi sự lo lắng và căng thẳng trong cuộc sống học tập.,0,0,0,2
Có những sinh viên có kỹ năng giải quyết vấn đề tốt và đưa ra các phương án xử lý cho các tình huống khó khăn.,0,0,0,2
Có những sinh viên có óc sáng tạo và đưa ra các giải pháp độc đáo cho các vấn đề trong lớp.,0,0,0,2
Có những sinh viên khá hay đưa ra ý kiến và góp ý để nâng cao chất lượng học tập.,0,0,0,2
Có những sinh viên không sử dụng tối đa thời gian trong lớp học hoặc không lưu tâm đến vấn đề đang thảo luận.,0,0,0,2
Có những sinh viên không thể chấp nhận sự thật và luôn muốn đút lùi trách nhiệm của mình lên ai đó.,0,0,0,1
"Có những sinh viên rất tự tin và thích tranh cãi, tạo thành không khí hăng hái trong lớp học.",0,0,0,2
Có những sinh viên đánh giá khách quan và đưa ra các ý kiến xây dựng sau mỗi bài học.,0,0,0,2
Có phòng tập chơi nhạc và phòng karaoke cho sinh viên thỏa sức giải trí và thư giãn,0,2,0,0
Có rất nhiều bạn học tốt và tích cực tham gia vào các hoạt động của trường.,0,0,0,2
"Có rất nhiều khu vực ở đại học này để sinh viên có thể tạm nghỉ, thư giãn giữa các giờ học.",0,3,0,0
Có rất nhiều phòng học tại trường để sinh viên có thể lựa chọn và sử dụng.,0,3,0,0
"Có rất nhiều sân thể thao, công viên, tiện ích giải trí quanh trường để sinh viên thoải mái giải trí.",0,2,0,0
Có sân trường rộng rãi để sinh viên có các hoạt động ngoài trời.,0,2,0,0
Có sân vườn nhỏ để sinh viên thể hiện khả năng nghệ thuật.,0,2,0,0
"Có sự chăm sóc đặc biệt cho các sinh viên mang thai, đảm bảo chế độ ăn uống, học tập và sinh hoạt cho các em.",0,2,0,0
"Có thư viện trực tuyến giúp cho sinh viên dễ dàng tìm kiếm tài liệu điều tra, nghiên cứu.",0,2,0,0
Có thư viện tầng hầm rất lớn tại trường.,0,2,0,0
Có trang thiết bị và dịch vụ mượt mà để đảm bảo an ninh trong trường.,0,2,0,0
Có vài bạn của tôi lúc nào cũng muốn dành được sự chú ý của người khác.,0,0,0,1
Có vài bạn của tôi thường xuyên cho rằng họ tốt hơn người khác.,0,0,0,1
Có vài người bạn của tôi thường xuyên hách dịch và xem thường người khác.,0,0,0,1
Có vài sinh viên không thể hỗ trợ tôi khi tôi cần giúp đỡ.,0,0,0,1
Có vài sinh viên không thể làm việc nhóm với tôi vì họ không tin tưởng tôi.,0,0,0,1
Có vài sinh viên không thể lắng nghe những gì tôi nói vì họ không đồng ý với tôi.,0,0,0,1
Có vài sinh viên không thể tôn trọng tôi khi tôi đang nói.,0,0,0,1
Có đầy đủ các giáo trình và sách giáo khoa phục vụ cho sinh viên trong quá trình học tập.,0,2,0,0
Có đầy đủ các trang thiết bị và dụng cụ thực hành phục vụ cho giảng dạy.,0,2,0,0
Có đội ngũ giảng viên kinh nghiệm tay nghề cao.,0,3,0,0
Cô bạn của tôi luôn chăm sóc tốt cho sự phát triển của chính mình và bạn bè.,0,0,0,3
Cô bạn của tôi rất thông minh và có nhiều tài năng.,0,0,0,3
Cô bạn cực kỳ thông minh và trung thành với bạn bè của mình.,0,0,0,3
Cô bạn giỏi nấu ăn.,0,0,0,2
Cô bạn học của tôi có khả năng xây dựng mối quan hệ tốt và luôn tạo ra môi trường học tập thoải mái cho mọi người.,0,0,0,3
Cô bạn học của tôi luôn có tinh thần rèn luyện và cố gắng hết sức để nâng cao kỹ năng cá nhân.,0,0,0,3
Cô bạn học của tôi luôn tôn trọng người khác và luôn đặt mối quan hệ với người khác lên hàng đầu.,0,0,0,3
Cô bạn học của tôi là một người có tinh thần đồng đội cao và luôn luôn chia sẻ và hỗ trợ các thành viên trong nhóm.,0,0,0,3
Cô bạn học của tôi là một người có trái tim ấm áp và luôn sẵn sàng chia sẻ.,0,0,0,3
Cô bạn học của tôi là một người có tính cách hài hước và luôn đem lại tiếng cười cho mọi người.,0,0,0,3
Cô bạn học của tôi là một người luôn giữ vững tinh thần đam mê và không ngừng phấn đấu để trở thành một người có ích cho xã hội.,0,0,0,3
Cô bạn học của tôi là một người rất tinh tế và chu đáo trong mọi hoạt động của mình.,0,0,0,3
Cô bạn học của tôi là một người rất tận tâm và phát huy khả năng của mình để đạt được kết quả tốt.,0,0,0,3
Cô bạn học của tôi là một người rất tỉ mỉ và có kỹ năng làm việc chính xác cao.,0,0,0,3
Cô bạn học của tôi rất thấu hiểu và luôn tìm cách giúp đỡ cho người khác.,0,0,0,3
Cô bạn học của tôi rất tận tâm và luôn cố gắng hết sức để giúp đỡ mọi người.,0,0,0,3
Cô bạn kia hay tiết lộ thông tin cá nhân của người khác.,0,0,0,1
Cô bạn kia hay xúc phạm người khác bằng các hành động hoặc biểu hiện thể hiện sự thiếu tôn trọng của mình.,0,0,0,1
Cô bạn kia hay xúc phạm người khác bằng lời nói.,0,0,0,1
Cô bạn kia luôn tự cho mình là đúng.,0,0,0,1
Cô bạn luôn biết cách truyền cảm hứng cho các thành viên trong nhóm.,0,0,0,3
Cô bạn luôn chau chuốt và có tâm huyết trong từng chi tiết của công việc.,0,0,0,3
Cô bạn luôn có tinh thần hợp tác và thành công của toàn đội là trên hết.,0,0,0,3
Cô bạn luôn tỏ ra nhiệt tình và có sự đam mê trong công việc của mình.,0,0,0,3
Cô bạn là một người rất hòa đồng và luôn chu đáo với người khác.,0,0,0,3
Cô bạn là người có nét duyên dáng và thanh lịch và luôn để lại ấn tượng tốt đẹp với mọi người.,0,0,0,3
Cô bạn là người luôn lắng nghe và hiểu quan điểm của người khác để có thể có sự đồng thuận tốt nhất.,0,0,0,3
Cô bạn là người luôn được yêu thích bởi sự nhiệt tình và tận tâm của mình.,0,0,0,3
Cô bạn là người rất kiên trì và không bỏ cuộc dù gặp khó khăn.,0,0,0,3
Cô bạn là người rất nhân ái và luôn hiểu và tôn trọng quyền lợi của người khác.,0,0,0,3
Cô bạn là người rất thích hợp để làm việc nhóm và hỗ trợ các thành viên khác.,0,0,0,3
Cô bạn là người rất thủy chung và có sự tận tâm đến công việc của mình.,0,0,0,3
Cô bạn là người rất tư duy và có khả năng giải quyết vấn đề một cách nhanh chóng và chính xác.,0,0,0,3
Cô bạn là người rất tận tâm và luôn chăm lo cho mọi người xung quanh.,0,0,0,3
Cô bạn là người rất uy tín và đáng tin cậy trong công việc đồng đội.,0,0,0,3
Cô bạn là người rất yêu thương và có tình cảm với mọi người xung quanh.,0,0,0,3
Cô bạn này chỉ nghĩ về chuyện của mình và không bao giờ quan tâm đến người khác.,0,0,0,1
Cô bạn này chỉ nghĩ đến mối quan hệ và không quan tâm đến công việc của mình.,0,0,0,1
Cô bạn này chỉ thích lăng nhăng và không có trách nhiệm với công việc của mình.,0,0,0,1
Cô bạn này chỉ thích trò chuyện về chuyện của mình và không quan tâm đến người khác.,0,0,0,1
Cô bạn này chỉ toàn quất thẳng tay mà không suy nghĩ trước.,0,0,0,1
Cô bạn này chỉ tập trung vào chuyện riêng và không quan tâm đến người khác.,0,0,0,1
Cô bạn này có khả năng giao tiếp tốt và giúp đỡ ban nhóm của mình.,0,0,0,3
Cô bạn này có khả năng phân tích và đưa ra giải pháp chính xác.,0,0,0,3
Cô bạn này có khả năng sáng tạo nghệ thuật tuyệt vời.,0,0,0,3
Cô bạn này có khả năng truyền cảm hứng và giúp đỡ bạn bè của mình.,0,0,0,3
Cô bạn này có tấm lòng nhân hậu và sẵn sàng giúp đỡ người khác.,0,0,0,3
Cô bạn này có tấm lòng rộng lớn và luôn sẵn sàng giúp đỡ người khác.,0,0,0,3
Cô bạn này không bao giờ chịu thay đổi và luôn muốn làm theo cách của mình.,0,0,0,1
Cô bạn này không bao giờ giữ lời hứa và thường xuyên vắng mặt.,0,0,0,1
Cô bạn này không bao giờ lắng nghe người khác và cứ suốt ngày nói chuyện không ngừng nghỉ.,0,0,0,1
Cô bạn này liệu lúc nào cũng giúp đỡ mọi người trong lớp.,0,0,0,3
Cô bạn này luôn chăm chỉ và đạt được kết quả tốt.,0,0,0,3
Cô bạn này luôn cố gắng hết sức và đạt được kết quả tốt trong học tập.,0,0,0,3
Cô bạn này luôn hỗ trợ và giúp đỡ những người xung quanh mình.,0,0,0,3
Cô bạn này luôn đặt ra những đích đến cao và cố gắng hết sức để đạt được.,0,0,0,3
"Cô bạn này là một giảng viên tuyệt vời, luôn hỗ trợ và giúp đỡ sinh viên.",0,0,0,2
Cô bạn này là một người rất tâm huyết với học tập.,0,0,0,3
Cô bạn này là một người thân thiện nhưng cũng rất chuyên nghiệp.,0,0,0,2
Cô bạn này là một người tận tâm với nghề giáo.,0,0,0,2
Cô bạn này là người rất học hỏi và muốn nỗ lực để cải thiện bản thân.,0,0,0,3
Cô bạn này là người rất trân trọng và có tầm nhìn xa.,0,0,0,3
Cô bạn này là người rất tỉ mỉ và chuyên nghiệp trong công việc.,0,0,0,3
Cô bạn này là người rất tỉ mỉ và chính xác trong công việc.,0,0,0,3
Cô bạn này là người rất yêu đời và tận hưởng mọi khoảnh khắc.,0,0,0,3
Cô bạn này là người rất đáng tin cậy và tận tụy.,0,0,0,3
Cô bạn này rất chân thành và tàn tâm.,0,0,0,2
Cô bạn này rất chăm chỉ học tập.,0,0,0,2
Cô bạn này rất chăm chỉ và có lòng nhiệt huyết.,0,0,0,3
Cô bạn này rất có tinh thần đồng đội và trợ giúp.,0,0,0,2
Cô bạn này rất cầu tiến và không ngừng học hỏi.,0,0,0,3
Cô bạn này rất cởi mở và dễ thương.,0,0,0,2
